Winery;Year;Wine ID;Wine;Type;Rating;Num_Reviews;Price;Country;Region
Quinta do Noval;2002;2211339;Silval Vintage Port 2002;Fortified;4.3;88;54.24;Portugal;Porto
Real Companhia Velha;2002;1266123;Vintage Port 2002;Fortified;4.5;51;50.28;Portugal;Porto
Boeira;2003;4784717;Colheita Port 2003;Fortified;3.4;190;24.48;Portugal;Porto
Barros;2003;1189822;Colheita Porto 2003;Fortified;3.6;68;36.75;Portugal;Porto
Rozès;2003;1136213;Port 2003;Fortified;3.7;176;64.8;Portugal;Porto
Rozès;2003;1135937;Port Late Bottled Vintage 2003;Fortified;3.7;130;42.0;Portugal;Porto
Burmester;2003;1127986;Late Bottled Vintage Port 2003;Fortified;3.9;115;32.48;Portugal;Porto
Burmester;2003;76382;Vintage Port 2003;Fortified;4.0;58;50.81;Portugal;Porto
Croft;2003;80040;Vintage Port 2003;Fortified;4.0;196;44.9;Portugal;Porto
Real Companhia Velha;2003;1266123;Vintage Port 2003;Fortified;4.1;64;42.0;Portugal;Porto
Kopke;2003;76372;Colheita Port 2003;Fortified;4.2;548;30.77;Portugal;Porto
Quinta do Noval;2003;1175612;Port Tawny Colheita 2003;Fortified;4.2;321;70.8;Portugal;Porto
Quinta do Vesuvio;2003;1099392;Vintage Port 2003;Fortified;4.2;118;130.8;Portugal;Porto
Quinta do Pégo;2003;1137000;Vintage Port 2003;Fortified;4.3;90;157.3;Portugal;Porto
Fonseca;2003;1206377;Vintage Port 2003;Fortified;4.3;181;173.33;Portugal;Porto
W. & J. Graham's;2003;45454;Vintage Port 2003;Fortified;4.3;228;94.25;Portugal;Porto
Niepoort;2003;1162976;Vintage Port 2003;Fortified;4.3;232;104.99;Portugal;Porto
Dow's;2003;80415;Vintage Port 2003;Fortified;4.4;138;100.85;Portugal;Porto
Quinta do Crasto;2003;4656452;Colheita Porto 2003;Fortified;4.5;116;54.0;Portugal;Porto
Bacalhôa;2003;2694002;Moscatel De Setúbal Superior 2003;Fortified;4.5;65;16.0;Portugal;Península de Setúbal
Taylor's;2003;69744;Vintage Port 2003;Fortified;4.5;823;69.8;Portugal;Porto
Quinta do Noval;2003;81431;Vintage Port Nacional 2003;Fortified;4.6;89;1300.0;Portugal;Porto
Krohn;2004;1136061;Colheita Port 2004;Fortified;3.8;70;31.2;Portugal;Porto
Maynard's;2004;1190331;Colheita Port 2004;Fortified;3.9;110;34.8;Portugal;Porto
C. da Silva;2004;2258813;Dalva Colheita Porto 2004;Fortified;3.9;457;26.95;Portugal;Porto
Vista Alegre;2004;1196275;Colheita Porto 2004;Fortified;4.0;52;27.0;Portugal;Porto
Cálem;2004;1198393;Porto Tawny Colheita 2004;Fortified;4.0;58;38.4;Portugal;Porto
Dow's;2004;1197144;Quinta do Bomfim Vintage Port 2004;Fortified;4.0;243;35.0;Portugal;Porto
Niepoort;2004;8971;Colheita Port 2004;Fortified;4.1;221;32.9;Portugal;Porto
Burmester;2004;76378;Colheita Port 2004;Fortified;4.1;303;50.41;Portugal;Porto
Warre's;2004;1160439;Late Bottled Vintage Port 2004;Fortified;4.1;608;39.0;Portugal;Porto
Real Companhia Velha;2004;1266123;Vintage Port 2004;Fortified;4.1;115;49.0;Portugal;Porto
Kopke;2004;76372;Colheita Port 2004;Fortified;4.2;373;39.0;Portugal;Porto
Quinta do Noval;2004;81371;Late Bottled Vintage Unfiltered Port 2004;Fortified;4.2;74;56.5;Portugal;Porto
Taylor's;2004;88352;Quinta de Vargellas Vintage Port 2004;Fortified;4.2;383;63.0;Portugal;Porto
W. & J. Graham's;2004;1391837;Quinta dos Malvedos Vintage Port 2004;Fortified;4.2;684;20.9;Portugal;Porto
Croft;2004;80037;Quinta da Roeda Vintage Port 2004;Fortified;4.3;227;59.89;Portugal;Porto
Seara d'Ordens;2004;1405926;Vintage Port 2004;Fortified;4.3;68;35.0;Portugal;Porto
Quinta de Roriz;2004;1216244;Vintage Port 2004;Fortified;4.4;79;69.61;Portugal;Porto
Barão de Vilar;2005;1199441;Colheita Port 2005;Fortified;3.5;179;32.53;Portugal;Porto
Dow's;2005;1361814;Late Bottled Vintage Port 2005;Fortified;3.7;125;16.68;Portugal;Porto
Maynard's;2005;1190331;Colheita Port 2005;Fortified;3.8;129;28.5;Portugal;Porto
Messias;2005;1521009;Colheita Port 2005;Fortified;3.8;167;39.0;Portugal;Porto
Croft;2005;80037;Quinta da Roeda Vintage Port 2005;Fortified;3.8;109;76.15;Portugal;Porto
Ramos Pinto;2005;1393914;Quinta de Ervamoira Vintage Porto 2005;Fortified;3.9;139;65.0;Portugal;Porto
Churchill's;2005;83737;Late Bottled Vintage Port 2005;Fortified;4.0;262;19.31;Portugal;Porto
Quinta do Noval;2005;81371;Late Bottled Vintage Unfiltered Port 2005;Fortified;4.0;252;25.0;Portugal;Porto
Kopke;2005;76372;Colheita Port 2005;Fortified;4.1;140;39.0;Portugal;Porto
Niepoort;2005;8971;Colheita Port 2005;Fortified;4.1;268;28.75;Portugal;Porto
Barbeito;2005;1724098;Malvasia Colheita Single Cask 225 D+E Madeira 2005;Fortified;4.1;64;88.5;Portugal;Madeira
W. & J. Graham's;2005;1391837;Quinta dos Malvedos Vintage Port 2005;Fortified;4.2;319;44.28;Portugal;Porto
Barros;2005;1189822;Colheita Porto 2005;Fortified;4.3;70;23.5;Portugal;Porto
Taylor's;2005;88352;Quinta de Vargellas Vintage Port 2005;Fortified;4.3;635;69.0;Portugal;Porto
Quinta do Crasto;2005;1212857;Vintage Port 2005;Fortified;4.5;84;175.0;Portugal;Porto
Aphros;2006;2298468;Yakkos Grande Reserva 2006;Sparkling;3.4;57;16.5;Portugal;Vinho Verde
Barão de Vilar;2006;1199441;Colheita Port 2006;Fortified;3.7;107;38.4;Portugal;Porto
Maynard's;2006;1190331;Colheita Port 2006;Fortified;3.8;91;33.59;Portugal;Porto
Burmester;2006;76378;Colheita Port 2006;Fortified;3.9;148;20.85;Portugal;Porto
Warre's;2006;1278851;Quinta da Cavadinha Vintage Port 2006;Fortified;4.1;218;36.74;Portugal;Porto
Dow's;2006;1197144;Quinta do Bomfim Vintage Port 2006;Fortified;4.2;358;29.5;Portugal;Porto
W. & J. Graham's;2006;1391837;Quinta dos Malvedos Vintage Port 2006;Fortified;4.3;409;45.36;Portugal;Porto
Quinta do Vesuvio;2006;1099392;Vintage Port 2006;Fortified;4.3;88;85.37;Portugal;Porto
Niepoort;2007;1636879;Late Bottled Vintage Port 2007;Fortified;3.7;307;24.5;Portugal;Porto
Rozès;2007;1135937;Port Late Bottled Vintage 2007;Fortified;3.7;96;27.0;Portugal;Porto
Offley;2007;76070;Porto Late Bottled Vintage 2007;Fortified;3.7;147;21.5;Portugal;Porto
Kopke;2007;76373;L.B.V Port 2007;Fortified;3.8;136;32.32;Portugal;Porto
Poças;2007;1136261;Colheita Port 2007;Fortified;3.9;141;18.58;Portugal;Porto
Krohn;2007;1136061;Colheita Port 2007;Fortified;3.9;193;24.9;Portugal;Porto
Duorum;2007;1458331;Vintage Port 2007;Fortified;3.9;97;135.0;Portugal;Porto
Quinta do Portal;2007;1136448;Vintage Port 2007;Fortified;3.9;221;35.0;Portugal;Porto
C. da Silva;2007;2258813;Dalva Colheita Porto 2007;Fortified;4.0;410;21.5;Portugal;Porto
Krohn;2007;1197096;Late Bottled Vintage Port 2007;Fortified;4.0;96;31.67;Portugal;Porto
Warre's;2007;1160439;Late Bottled Vintage Port 2007;Fortified;4.0;388;14.8;Portugal;Porto
Borges;2007;1141833;Vintage Port 2007;Fortified;4.0;58;35.88;Portugal;Porto
Krohn;2007;1317262;Vintage Port 2007;Fortified;4.0;98;61.49;Portugal;Porto
Churchill's;2007;83732;Vintage Port 2007;Fortified;4.0;118;50.0;Portugal;Porto
Quinta de Santa Eufémia;2007;2441490;Colheita Porto 2007;Fortified;4.1;81;42.59;Portugal;Porto
Ramos Pinto;2007;13303;Vintage Porto 2007;Fortified;4.1;51;75.0;Portugal;Porto
José Maria da Fonseca;2007;1597392;Alambre Moscatel de Setúbal 2007;Fortified;4.2;97;11.59;Portugal;Península de Setúbal
Niepoort;2007;8971;Colheita Port 2007;Fortified;4.2;256;32.9;Portugal;Porto
Vista Alegre;2007;1196275;Colheita Porto 2007;Fortified;4.2;53;25.6;Portugal;Porto
Dow's;2007;80417;Colheita Single Harvest Tawny Port 2007;Fortified;4.2;443;35.95;Portugal;Porto
Quinta do Noval;2007;2211339;Silval Vintage Port 2007;Fortified;4.2;119;126.0;Portugal;Porto
Cálem;2007;1198393;Porto Tawny Colheita 2007;Fortified;4.3;50;30.77;Portugal;Porto
Ramos Pinto;2007;1393914;Quinta de Ervamoira Vintage Porto 2007;Fortified;4.3;52;73.0;Portugal;Porto
Cockburn's;2007;1739894;Quinta dos Canais Vintage Port 2007;Fortified;4.3;102;51.9;Portugal;Porto
Real Companhia Velha;2007;1266123;Vintage Port 2007;Fortified;4.3;117;48.5;Portugal;Porto
Ferreira;2007;75996;Vintage Port 2007;Fortified;4.4;60;72.48;Portugal;Porto
Cockburn's;2007;1924936;Vintage Port 2007;Fortified;4.4;60;79.62;Portugal;Porto
Warre's;2007;1148781;Vintage Port 2007;Fortified;4.4;78;75.0;Portugal;Porto
Fonseca;2007;1206377;Vintage Port 2007;Fortified;4.4;141;34.88;Portugal;Porto
Quinta do Vesuvio;2007;1099392;Vintage Port 2007;Fortified;4.4;154;47.5;Portugal;Porto
W. & J. Graham's;2007;45454;Vintage Port 2007;Fortified;4.5;259;94.0;Portugal;Porto
Quinta do Noval;2007;1165304;Vintage Port 2007;Fortified;4.6;64;135.0;Portugal;Porto
Boeira;2008;4784717;Colheita Port 2008;Fortified;3.3;52;31.68;Portugal;Porto
Poças;2008;1149238;Late Bottled Vintage Porto 2008;Fortified;3.6;115;22.0;Portugal;Porto
Barros;2008;1189822;Colheita Porto 2008;Fortified;3.8;72;26.31;Portugal;Porto
Quinta das Tecedeiras;2008;1165500;Late Bottled Vintage Port 2008;Fortified;3.8;73;39.0;Portugal;Porto
José Maria da Fonseca;2008;1522960;Pasmados Branco 2008;White;3.8;87;9.9;Portugal;Península de Setúbal
Rozès;2008;1136213;Port 2008;Fortified;3.8;67;35.0;Portugal;Porto
Burmester;2008;76378;Colheita Port 2008;Fortified;3.9;79;26.49;Portugal;Porto
Warre's;2008;1160439;Late Bottled Vintage Port 2008;Fortified;3.9;359;18.5;Portugal;Porto
Croft;2008;80037;Quinta da Roeda Vintage Port 2008;Fortified;3.9;145;55.0;Portugal;Porto
Niepoort;2008;8971;Colheita Port 2008;Fortified;4.0;65;28.46;Portugal;Porto
Cartuxa;2008;76433;Foral de Évora Colheita Branco 2008;White;4.0;181;29.9;Portugal;Alentejo
Vieira de Sousa;2008;1801951;Late Bottled Vintage Port 2008;Fortified;4.0;90;37.0;Portugal;Porto
Quinta do Crasto;2008;1143535;Late Bottled Vintage Port 2008;Fortified;4.1;465;14.95;Portugal;Porto
Quinta do Noval;2008;81371;Late Bottled Vintage Unfiltered Port 2008;Fortified;4.1;431;22.5;Portugal;Porto
Taylor's;2008;69734;Quinta de Terra Feita Vintage Port 2008;Fortified;4.1;87;28.49;Portugal;Porto
Fonseca;2008;33334;Quinta do Panascal Vintage Port 2008;Fortified;4.1;133;68.22;Portugal;Porto
Real Companhia Velha;2008;1266123;Vintage Port 2008;Fortified;4.1;53;46.8;Portugal;Porto
Quinta da Prelada;2008;1136808;Vintage Porto 2008;Fortified;4.1;50;79.0;Portugal;Porto
Kopke;2008;4967750;Porto White Colheita 2008;Fortified;4.2;76;54.71;Portugal;Porto
Taylor's;2008;88352;Quinta de Vargellas Vintage Port 2008;Fortified;4.2;337;48.37;Portugal;Porto
CARM;2008;1594281;Maria de Lourdes Branco 2008;White;4.3;142;39.95;Portugal;Douro
Rozès;2009;1136213;Port 2009;Fortified;3.4;75;50.41;Portugal;Porto
Rozès;2009;1135751;Vintage Port 2009;Fortified;3.4;104;35.0;Portugal;Porto
Warre's;2009;1160439;Late Bottled Vintage Port 2009;Fortified;3.8;166;27.9;Portugal;Porto
Croft;2009;80040;Vintage Port 2009;Fortified;3.9;77;34.29;Portugal;Porto
Kopke;2009;76372;Colheita Port 2009;Fortified;4.0;57;35.5;Portugal;Porto
Niepoort;2009;8971;Colheita Port 2009;Fortified;4.0;113;28.01;Portugal;Porto
Rozès;2009;6006223;Colheita Porto 2009;Fortified;4.0;113;26.27;Portugal;Porto
Ferreira;2009;75987;Late Bottled Vintage Port 2009;Fortified;4.0;344;25.0;Portugal;Porto
Murganheira;2009;1304979;Millesimé Bruto 2009;Sparkling;4.1;179;39.95;Portugal;Beiras
Colinas de São Lourenço;2009;1314870;Principal Rosé Téte de Cuvée 2009;Rosé;4.1;135;41.0;Portugal;Bairrada
Ramos Pinto;2009;1393914;Quinta de Ervamoira Vintage Porto 2009;Fortified;4.1;61;69.0;Portugal;Porto
Quinta Vale D. Maria;2009;1212859;Vintage Port 2009;Fortified;4.1;76;54.9;Portugal;Porto
W. & J. Graham's;2009;1391837;Quinta dos Malvedos Vintage Port 2009;Fortified;4.2;93;38.63;Portugal;Porto
Duorum;2009;1611507;Vinha de Castelo Melhor Vintage Port 2009;Fortified;4.2;109;73.8;Portugal;Porto
Cartuxa;2009;76435;Scala Coeli Branco 2009;White;4.3;261;34.9;Portugal;Alentejo
Murganheira;2009;1799980;Touriga Nacional Blanc de Noirs Bruto 2009;Sparkling;4.3;57;21.49;Portugal;Távora-Varosa
Fonseca;2009;1206377;Vintage Port 2009;Fortified;4.3;177;42.99;Portugal;Porto
Niepoort;2009;1162976;Vintage Port 2009;Fortified;4.3;233;87.6;Portugal;Porto
Quinta do Vallado;2009;2139376;Adelaide Vintage Port 2009;Fortified;4.5;90;59.95;Portugal;Porto
Quinta de Cidrô;2010;1188780;Chardonnay 2010;White;3.9;171;13.95;Portugal;Douro
C. da Silva;2010;2258813;Dalva Colheita Porto 2010;Fortified;3.9;73;31.21;Portugal;Porto
Quinta de La Rosa;2010;1183281;Late Bottled Vintage Port 2010;Fortified;3.9;98;25.92;Portugal;Porto
Ferreira;2010;75987;Late Bottled Vintage Port 2010;Fortified;3.9;217;25.0;Portugal;Porto
Encontro;2010;1851682;Special Cuvée 2010;Sparkling;4.0;68;26.95;Portugal;Bairrada
Cockburn's;2010;1739894;Quinta dos Canais Vintage Port 2010;Fortified;4.1;188;37.33;Portugal;Porto
Borges;2010;1153224;Late Bottled Vintage Port 2010;Fortified;4.2;118;37.0;Portugal;Porto
Bacalhôa;2010;2828728;Península de Setúbal Quinta da Bacalhôa Branco 2010;White;4.2;92;22.6;Portugal;Península de Setúbal
Colinas de São Lourenço;2010;1314870;Principal Rosé Téte de Cuvée 2010;Rosé;4.2;579;69.95;Portugal;Bairrada
Dow's;2010;1197144;Quinta do Bomfim Vintage Port 2010;Fortified;4.2;149;44.4;Portugal;Porto
Niepoort;2010;8971;Colheita Port 2010;Fortified;4.3;66;26.3;Portugal;Porto
W. & J. Graham's;2010;1391837;Quinta dos Malvedos Vintage Port 2010;Fortified;4.3;196;34.95;Portugal;Porto
Quinta dos Abibes;2010;2223158;Sublime Brut Nature 2010;Sparkling;4.3;79;59.95;Portugal;Bairrada
Murganheira;2010;1799980;Touriga Nacional Blanc de Noirs Bruto 2010;Sparkling;4.3;66;25.49;Portugal;Távora-Varosa
Casa Ermelinda Freitas;2010;5514040;Moscatel Roxo de Setúbal 2010;Fortified;4.5;245;64.0;Portugal;Península de Setúbal
Paulo Laureano;2011;1736719;Clássico Branco 2011;White;3.2;146;2.5;Portugal;Alentejo
Quinta de Cidrô;2011;1264395;Alvarinho 2011;White;3.5;98;13.95;Portugal;Douro
Offley;2011;76070;Porto Late Bottled Vintage 2011;Fortified;3.8;240;19.95;Portugal;Porto
Duvalley;2011;1440610;Grande Reserva Branco 2011;White;3.9;84;28.09;Portugal;Douro
Churchill's;2011;83737;Late Bottled Vintage Port 2011;Fortified;3.9;233;23.35;Portugal;Porto
Dow's;2011;1361814;Late Bottled Vintage Port 2011;Fortified;3.9;1929;39.0;Portugal;Porto
Quinta da Romaneira;2011;1706502;Late Bottled Vintage Port Unfiltered 2011;Fortified;3.9;148;24.95;Portugal;Porto
Andresen;2011;1154894;Late Bottled Vintage Porto 2011;Fortified;3.9;136;40.0;Portugal;Porto
Raposeira;2011;1961805;Velha Reserva Bruto 2011;Sparkling;3.9;78;11.5;Portugal;Douro
Seara d'Ordens;2011;1405926;Vintage Port 2011;Fortified;3.9;60;88.0;Portugal;Porto
Quinta do Infantado;2011;1160123;Late Bottled Vintage Porto 2011;Fortified;4.0;195;22.68;Portugal;Porto
Quinta de Ventozelo;2011;1409275;LBV Porto 2011;Fortified;4.0;75;25.46;Portugal;Porto
Cartuxa;2011;76435;Scala Coeli Branco 2011;White;4.0;107;29.5;Portugal;Alentejo
Quinta do Portal;2011;1136448;Vintage Port 2011;Fortified;4.0;63;89.0;Portugal;Porto
Quinta do Pégo;2011;1174087;Colheita Port 2011;Fortified;4.1;129;44.7;Portugal;Porto
C. da Silva;2011;1132949;Dalva LBV Porto 2011;Fortified;4.1;102;22.04;Portugal;Porto
Krohn;2011;1197096;Late Bottled Vintage Port 2011;Fortified;4.1;82;17.5;Portugal;Porto
Quinta do Noval;2011;81371;Late Bottled Vintage Unfiltered Port 2011;Fortified;4.1;856;55.0;Portugal;Porto
Vista Alegre;2011;1172847;Vintage Port 2011;Fortified;4.1;55;51.44;Portugal;Porto
Quinta da Romaneira;2011;1201912;Vintage Port 2011;Fortified;4.1;85;75.0;Portugal;Porto
Poças;2011;1150822;Vintage Port 2011;Fortified;4.1;101;32.99;Portugal;Porto
Offley;2011;76063;Vintage Port Boa Vista 2011;Fortified;4.1;156;50.0;Portugal;Porto
Quinta da Pedra;2011;1314907;Alvarinho 2011;White;4.2;502;24.0;Portugal;Vinho Verde
Kopke;2011;76372;Colheita Port 2011;Fortified;4.2;81;34.5;Portugal;Porto
Soalheiro;2011;1178394;Primeiras Vinhas Alvarinho 2011;White;4.2;119;16.4;Portugal;Vinho Verde
Quinta dos Murças;2011;2817833;Single Quinta Vingate Port 2011;Fortified;4.2;113;45.9;Portugal;Porto
Barão de Vilar;2011;1208062;Vintage Port 2011;Fortified;4.2;70;66.0;Portugal;Porto
Quinta do Pégo;2011;1137000;Vintage Port 2011;Fortified;4.2;194;77.5;Portugal;Porto
Barros;2011;2050691;Vintage Port 2011;Fortified;4.3;68;57.93;Portugal;Porto
Kopke;2011;76371;Vintage Port 2011;Fortified;4.3;101;59.0;Portugal;Porto
Messias;2011;20619;Porto Vintage 2011;Fortified;4.4;50;99.0;Portugal;Porto
Quinta do Noval;2011;81431;Vintage Port Nacional 2011;Fortified;4.4;82;2390.84;Portugal;Porto
Quinta do Noval;2011;1165304;Vintage Port 2011;Fortified;4.5;91;215.0;Portugal;Porto
Osvaldo Amado;2011;8536344;Rarissimo Branco 2011;White;4.6;105;46.9;Portugal;Dão
Fonseca;2011;1206377;Vintage Port 2011;Fortified;4.6;184;145.0;Portugal;Porto
Burmester;2012;1454644;Branco White Blanc Douro 2012;White;3.2;97;4.9;Portugal;Douro
Vinha do Monte;2012;1698595;Alentejano Branco 2012;White;3.3;265;35.95;Portugal;Alentejo
Evel;2012;1130644;Douro Branco 2012;White;3.3;142;4.5;Portugal;Douro
Encontro;2012;75648;Q do E Branco 2012;White;3.4;74;7.25;Portugal;Bairrada
Poças;2012;1149238;Late Bottled Vintage Porto 2012;Fortified;3.6;307;16.79;Portugal;Porto
Quinta de Cidrô;2012;1264395;Alvarinho 2012;White;3.7;113;13.95;Portugal;Douro
Bulas;2012;2005317;Late Bottled Vintage Porto 2012;Fortified;3.7;119;23.0;Portugal;Porto
Quinta do Pégo;2012;1136577;LBV Port 2012;Fortified;3.7;202;21.88;Portugal;Porto
Rozès;2012;1135937;Port Late Bottled Vintage 2012;Fortified;3.7;96;26.27;Portugal;Porto
Quinta de Cidrô;2012;9095;Sauvignon Blanc 2012;White;3.7;80;13.95;Portugal;Douro
Quinta de Cidrô;2012;1443731;Sémillon 2012;White;3.7;80;12.95;Portugal;Douro
Covela;2012;1686456;Escolha Branco 2012;White;3.8;66;18.21;Portugal;Vinho Verde
Churchill's;2012;2038239;Estates Douro Branco 2012;White;3.8;78;13.5;Portugal;Douro
Cartuxa;2012;76433;Foral de Évora Colheita Branco 2012;White;3.8;106;9.95;Portugal;Alentejo
Ramos Pinto;2012;1368603;Late Bottled Vintage Port 2012;Fortified;3.8;252;23.04;Portugal;Porto
Quinta do Vale Meão;2012;2931116;Meandro Douro Branco 2012;White;3.8;142;240.0;Portugal;Douro
Soalheiro;2012;1175699;Alvarinho 2012;White;3.9;778;10.7;Portugal;Vinho Verde
Ramos Pinto;2012;1856274;Douro Reserva Duas Quintas Branco 2012;White;3.9;62;62.0;Portugal;Douro
Cartuxa;2012;2133946;Évora 50 Anos Branco 2012;White;3.9;246;46.6;Portugal;Alentejo
Croft;2012;1529321;Late Bottled Vintage Port 2012;Fortified;3.9;105;21.62;Portugal;Porto
São Domingos;2012;1543646;Lopo de Freitas Bruto 2012;Sparkling;3.9;67;26.95;Portugal;Bairrada
Caves Transmontanas;2012;1268497;Vértice Millesimé 2012;Sparkling;3.9;116;24.0;Portugal;Douro
Quinta de La Rosa;2012;1205379;Vintage Port 2012;Fortified;3.9;66;59.5;Portugal;Porto
Niepoort;2012;2027016;Dócil Au-Au Branco 2012;White;4.0;112;84.0;Portugal;Trás-os-Montes
Quevedo;2012;1180569;Late Bottled Vintage Port 2012;Fortified;4.1;145;22.2;Portugal;Porto
Horácio Simões;2012;1299513;Moscatel Roxo 2012;Fortified;4.1;111;16.95;Portugal;Península de Setúbal
Croft;2012;80037;Quinta da Roeda Vintage Port 2012;Fortified;4.1;133;48.5;Portugal;Porto
Taylor's;2012;88352;Quinta de Vargellas Vintage Port 2012;Fortified;4.1;264;49.5;Portugal;Porto
Aliança;2012;6910033;Grande Reserva Bruto 2012;Sparkling;4.2;91;17.5;Portugal;Bairrada
Fonseca;2012;33324;Guimaraens Vintage Port 2012;Fortified;4.2;73;49.5;Portugal;Porto
Pacheca;2012;1810916;Late Bottled Vintage Port 2012;Fortified;4.2;173;44.5;Portugal;Porto
Fonseca;2012;33314;Late Bottled Vintage Unfiltered Port 2012;Fortified;4.2;460;20.95;Portugal;Porto
Alves de Sousa;2012;3817636;Pessoal Branco 2012;White;4.2;72;38.5;Portugal;Douro
W. & J. Graham's;2012;1391837;Quinta dos Malvedos Vintage Port 2012;Fortified;4.2;178;31.9;Portugal;Porto
Caves Transmontanas;2012;1442114;Vértice Gouveio Bruto 2012;Sparkling;4.2;72;25.8;Portugal;Douro
Dona Berta;2012;1255594;Vinha Centenária Reserva Branco 2012;White;4.2;61;32.37;Portugal;Douro
Seara d'Ordens;2012;1405926;Vintage Port 2012;Fortified;4.2;54;49.34;Portugal;Porto
Quinta do Vesuvio;2012;1099392;Vintage Port 2012;Fortified;4.2;82;62.0;Portugal;Porto
Alves de Sousa;2012;2064599;Berço Branco 2012;White;4.3;61;27.5;Portugal;Douro
Dow's;2012;80426;Quinta Senhora da Ribeira Vintage Port 2012;Fortified;4.5;55;59.95;Portugal;Porto
Adega Cooperativa de Vidigueira;2013;1919546;Vila Ruiva Reserva Branco 2013;White;3.2;410;12.05;Portugal;Alentejo
Porca de Murca;2013;1143310;Branco 2013;White;3.3;709;11.95;Portugal;Douro
Cartuxa;2013;76433;Foral de Évora Colheita Branco 2013;White;3.3;83;25.95;Portugal;Alentejo
Giroflé;2013;3954486;Alvarinho 2013;White;3.4;128;9.0;Portugal;Vinho Verde
Quinta dos Carvalhais;2013;76102;Dão Duque de Viseu Branco 2013;White;3.4;94;13.95;Portugal;Dão
Colinas de São Lourenço;2013;1360942;Bairrada Branco 2013;White;3.5;58;8.95;Portugal;Bairrada
Susana Esteban;2013;2362046;Aventura Branco 2013;White;3.6;56;9.5;Portugal;Alentejo
Colinas;2013;2451242;Bairrada Chardonnay 2013;White;3.6;74;24.95;Portugal;Bairrada
Maynard's;2013;1167352;Late Bottled Vintage Port 2013;Fortified;3.6;71;28.45;Portugal;Porto
Rozès;2013;1135937;Port Late Bottled Vintage 2013;Fortified;3.6;166;30.12;Portugal;Porto
CARM;2013;1151643;Rabigato 2013;White;3.6;154;10.99;Portugal;Douro
Quinta da Mieira;2013;1565432;Branco 2013;White;3.7;80;10.95;Portugal;Douro
A&D Wines - Quinta de Santa Teresa;2013;1319136;Espinhosos Avesso - Chardonnay 2013;White;3.7;82;7.9;Portugal;Vinho Verde
Poças;2013;1149238;Late Bottled Vintage Porto 2013;Fortified;3.7;243;14.5;Portugal;Porto
Poças;2013;1150822;Vintage Port 2013;Fortified;3.7;78;51.44;Portugal;Porto
Cartuxa;2013;1829667;Évora Espumante Bruto 2013;Sparkling;3.8;227;26.5;Portugal;Alentejo
Vieira de Sousa;2013;1801951;Late Bottled Vintage Port 2013;Fortified;3.8;89;25.0;Portugal;Porto
Cálem;2013;1153067;Late Bottled Vintage Port 2013;Fortified;3.8;300;17.2;Portugal;Porto
Royal Oporto;2013;81191;Late Bottled Vintage Porto 2013;Fortified;3.8;121;20.41;Portugal;Porto
Quinta do Vale Meão;2013;2931116;Meandro Douro Branco 2013;White;3.8;188;319.0;Portugal;Douro
Aphros;2013;2039833;Pan Rosé 2013;Sparkling;3.8;92;16.21;Portugal;Vinho Verde
Messias;2013;1220167;Quinta do Cachão LBV Port 2013;Fortified;3.8;320;9.66;Portugal;Porto
Quinta de Cidrô;2013;1443731;Sémillon 2013;White;3.8;72;11.05;Portugal;Douro
Campolargo;2013;1571942;Borga Espumante Bruto 2013;Sparkling;3.9;50;19.9;Portugal;Bairrada
Morgadio da Calçada;2013;1201985;Branco 2013;White;3.9;117;19.0;Portugal;Douro
Covela;2013;1686456;Escolha Branco 2013;White;3.9;302;15.95;Portugal;Vinho Verde
Cockburn's;2013;1231225;Late Bottled Vintage Port 2013;Fortified;3.9;372;18.45;Portugal;Porto
Quinta de Santa Eufémia;2013;1399286;Late Bottled Vintage Porto 2013;Fortified;3.9;158;17.99;Portugal;Porto
CARM;2013;1252807;Reserva Branco 2013;White;3.9;103;10.99;Portugal;Douro
Herdade Monte Da Cal;2013;4683754;Saturnino Grande Reserva Branco 2013;White;3.9;83;11.9;Portugal;Alentejo
Murganheira;2013;1973752;Vintage Bruto 2013;Sparkling;3.9;284;32.8;Portugal;Távora-Varosa
Murganheira;2013;1235970;Czar Grand Cuvée Rosé Brut 2013;Sparkling;4.0;148;38.95;Portugal;Beiras
Quinta de Baixo;2013;4422752;Gonçalves Faria Branco 2013;White;4.0;71;26.5;Portugal;Bairrada
Quinta do Noval;2013;2242915;Late Bottled Vintage Port 2013;Fortified;4.0;202;27.31;Portugal;Porto
Ramos Pinto;2013;1368603;Late Bottled Vintage Port 2013;Fortified;4.0;405;21.3;Portugal;Porto
Quinta do Crasto;2013;1143535;Late Bottled Vintage Port 2013;Fortified;4.0;477;10.7;Portugal;Porto
Caves Transmontanas;2013;1442114;Vértice Gouveio Bruto 2013;Sparkling;4.0;50;25.5;Portugal;Douro
Casal Sta. Maria;2013;4262275;Chardonnay 2013;White;4.1;73;37.95;Portugal;Lisboa
Quinta de La Rosa;2013;1183281;Late Bottled Vintage Port 2013;Fortified;4.1;94;25.85;Portugal;Porto
Niepoort;2013;1591597;Porto Bioma Vintage Vinha Velha 2013;Fortified;4.1;55;66.0;Portugal;Porto
Caves Transmontanas;2013;1268497;Vértice Millesimé 2013;Sparkling;4.1;130;25.5;Portugal;Douro
Quinta da Pedra;2013;1314885;Eminência Loureiro 2013;White;4.2;202;25.05;Portugal;Vinho Verde
